file_path,file_name,file_extension,label,width,height,channels
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-188-t.png,CPH-Asellus sp.-188-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-175-t.png,CPH-Asellus sp.-175-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-130-t.png,CPH-Asellus sp.-130-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-289-t.png,CPH-Asellus sp.-289-t.png,.png,Asellus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-177-t.png,CPH-Asellus sp.-177-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-132-t.png,CPH-Asellus sp.-132-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-19-t.png,CPH-Asellus sp.-19-t.png,.png,Asellus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-276-t.png,CPH-Asellus sp.-276-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-233-t.png,CPH-Asellus sp.-233-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-61-t.png,CPH-Asellus sp.-61-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-24-t.png,CPH-Asellus sp.-24-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-292-t.png,CPH-Asellus sp.-292-t.png,.png,Asellus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-45-t.png,CPH-Asellus sp.-45-t.png,.png,Asellus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-193-t.png,CPH-Asellus sp.-193-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-1-t.png,CPH-Asellus sp.-1-t.png,.png,Asellus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-215-v.png,CPH-Asellus sp.-215-v.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-78-t.png,CPH-Asellus sp.-78-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-252-t.png,CPH-Asellus sp.-252-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-217-t.png,CPH-Asellus sp.-217-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-153-t.png,CPH-Asellus sp.-153-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-116-t.png,CPH-Asellus sp.-116-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-85-t.png,CPH-Asellus sp.-85-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-5-t.png,CPH-Asellus sp.-5-t.png,.png,Asellus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-41-t.png,CPH-Asellus sp.-41-t.png,.png,Asellus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-197-t.png,CPH-Asellus sp.-197-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-157-t.png,CPH-Asellus sp.-157-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-112-t.png,CPH-Asellus sp.-112-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-81-t.png,CPH-Asellus sp.-81-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-39-t.png,CPH-Asellus sp.-39-t.png,.png,Asellus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-256-t.png,CPH-Asellus sp.-256-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-213-t.png,CPH-Asellus sp.-213-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-58-t.png,CPH-Asellus sp.-58-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-272-t.png,CPH-Asellus sp.-272-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-237-t.png,CPH-Asellus sp.-237-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-173-t.png,CPH-Asellus sp.-173-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-136-t.png,CPH-Asellus sp.-136-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-98-t.png,CPH-Asellus sp.-98-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-65-t.png,CPH-Asellus sp.-65-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-20-t.png,CPH-Asellus sp.-20-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-67-t.png,CPH-Asellus sp.-67-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-22-t.png,CPH-Asellus sp.-22-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-208-t.png,CPH-Asellus sp.-208-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-109-t.png,CPH-Asellus sp.-109-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-171-t.png,CPH-Asellus sp.-171-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-134-t.png,CPH-Asellus sp.-134-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-270-t.png,CPH-Asellus sp.-270-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-235-t.png,CPH-Asellus sp.-235-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-254-t.png,CPH-Asellus sp.-254-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-211-t.png,CPH-Asellus sp.-211-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-83-t.png,CPH-Asellus sp.-83-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-155-t.png,CPH-Asellus sp.-155-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-110-t.png,CPH-Asellus sp.-110-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-7-t.png,CPH-Asellus sp.-7-t.png,.png,Asellus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-168-t.png,CPH-Asellus sp.-168-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-195-t.png,CPH-Asellus sp.-195-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-43-t.png,CPH-Asellus sp.-43-t.png,.png,Asellus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-269-t.png,CPH-Asellus sp.-269-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-25-t.png,CPH-Asellus sp.-25-t.png,.png,Asellus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-60-t.png,CPH-Asellus sp.-60-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-133-t.png,CPH-Asellus sp.-133-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-176-t.png,CPH-Asellus sp.-176-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-18-t.png,CPH-Asellus sp.-18-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-232-t.png,CPH-Asellus sp.-232-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-277-t.png,CPH-Asellus sp.-277-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-79-t.png,CPH-Asellus sp.-79-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-216-t.png,CPH-Asellus sp.-216-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-253-t.png,CPH-Asellus sp.-253-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-117-t.png,CPH-Asellus sp.-117-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-152-t.png,CPH-Asellus sp.-152-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-84-t.png,CPH-Asellus sp.-84-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-0-t.png,CPH-Asellus sp.-0-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-46-v.png,CPH-Asellus sp.-46-v.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-293-t.png,CPH-Asellus sp.-293-t.png,.png,Asellus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-44-t.png,CPH-Asellus sp.-44-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-192-t.png,CPH-Asellus sp.-192-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-2-t.png,CPH-Asellus sp.-2-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-190-t.png,CPH-Asellus sp.-190-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-229-t.png,CPH-Asellus sp.-229-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-291-t.png,CPH-Asellus sp.-291-t.png,.png,Asellus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-128-t.png,CPH-Asellus sp.-128-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-86-t.png,CPH-Asellus sp.-86-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-115-t.png,CPH-Asellus sp.-115-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-150-t.png,CPH-Asellus sp.-150-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-214-t.png,CPH-Asellus sp.-214-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-251-t.png,CPH-Asellus sp.-251-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-230-t.png,CPH-Asellus sp.-230-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-275-t.png,CPH-Asellus sp.-275-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-189-t.png,CPH-Asellus sp.-189-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-131-t.png,CPH-Asellus sp.-131-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-174-t.png,CPH-Asellus sp.-174-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-288-t.png,CPH-Asellus sp.-288-t.png,.png,Asellus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-149-t.png,CPH-Asellus sp.-149-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-27-t.png,CPH-Asellus sp.-27-t.png,.png,Asellus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-62-t.png,CPH-Asellus sp.-62-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-248-t.png,CPH-Asellus sp.-248-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-135-t.png,CPH-Asellus sp.-135-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-170-t.png,CPH-Asellus sp.-170-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-234-t.png,CPH-Asellus sp.-234-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-271-t.png,CPH-Asellus sp.-271-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-23-t.png,CPH-Asellus sp.-23-t.png,.png,Asellus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-66-t.png,CPH-Asellus sp.-66-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-209-t.png,CPH-Asellus sp.-209-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-108-t.png,CPH-Asellus sp.-108-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-169-t.png,CPH-Asellus sp.-169-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-194-t.png,CPH-Asellus sp.-194-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-42-t.png,CPH-Asellus sp.-42-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-268-t.png,CPH-Asellus sp.-268-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-6-t.png,CPH-Asellus sp.-6-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-210-t.png,CPH-Asellus sp.-210-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-255-t.png,CPH-Asellus sp.-255-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-82-t.png,CPH-Asellus sp.-82-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-111-t.png,CPH-Asellus sp.-111-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-154-t.png,CPH-Asellus sp.-154-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-113-t.png,CPH-Asellus sp.-113-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-156-t.png,CPH-Asellus sp.-156-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-80-t.png,CPH-Asellus sp.-80-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-38-t.png,CPH-Asellus sp.-38-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-212-t.png,CPH-Asellus sp.-212-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-257-t.png,CPH-Asellus sp.-257-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-40-t.png,CPH-Asellus sp.-40-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-196-t.png,CPH-Asellus sp.-196-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-4-t.png,CPH-Asellus sp.-4-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-99-t.png,CPH-Asellus sp.-99-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-21-t.png,CPH-Asellus sp.-21-t.png,.png,Asellus sp,600,450,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-64-t.png,CPH-Asellus sp.-64-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-59-t.png,CPH-Asellus sp.-59-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-236-t.png,CPH-Asellus sp.-236-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-273-t.png,CPH-Asellus sp.-273-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-137-t.png,CPH-Asellus sp.-137-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-172-t.png,CPH-Asellus sp.-172-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-55-t.png,CPH-Asellus sp.-55-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-10-t.png,CPH-Asellus sp.-10-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-183-t.png,CPH-Asellus sp.-183-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-143-t.png,CPH-Asellus sp.-143-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-106-t.png,CPH-Asellus sp.-106-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-95-t.png,CPH-Asellus sp.-95-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-207-t.png,CPH-Asellus sp.-207-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-68-t.png,CPH-Asellus sp.-68-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-266-t.png,CPH-Asellus sp.-266-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-223-t.png,CPH-Asellus sp.-223-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-167-t.png,CPH-Asellus sp.-167-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-122-t.png,CPH-Asellus sp.-122-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-8-t.png,CPH-Asellus sp.-8-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-71-t.png,CPH-Asellus sp.-71-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-34-t.png,CPH-Asellus sp.-34-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-259-t.png,CPH-Asellus sp.-259-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-73-t.png,CPH-Asellus sp.-73-t.png,.png,Asellus sp,600,338,3
/Users/saanvimalla/Downloads/macro_project/data/raw/Asellus sp/CPH-Asellus sp.-36-t.png,CPH-Asellus sp.-36-t.png,.png,Asellus sp,600,338,3
